text,intent
purchase a flight from slc to columbus on tuesday that returns on friday,action-item
where do i get the tax form that shows my wages,unknown
show my location on the map,unknown
where were you born,small-talk
does my calendar show anything for thursday the 14th,reminder
would you let me know what flights are available out of dallas to el paso on march 20 for under $400,action-item
which types of questions may i ask you,small-talk
"at 9 tomorrow, set off the alarm",reminder
will you tell me how the ai is doing,small-talk
how high does my sat score need to be to get into harvard,unknown
find me examples of post modern art,unknown
walk me through applying for a visa card,unknown
what is tuesday's calendar like,reminder
how much money was deposited to my bank account from my employer this month,unknown
call an uber to take me to the closest grocery store,unknown
roughly how long can i leave bananas in the freezer before i have to throw them out,unknown
i need to know when my mastercard will expire,unknown
thank you for the information,small-talk
who's your creator,small-talk
can you check how many miles i walked today when i was out get the info from my phone,unknown
how many days milk can be preserved,unknown
how often should you get an oil change,unknown
thanks for that,small-talk
could you translate atm machine into english,action-item
do i have anything on my calendar for may 3,reminder
what place do you call home,small-talk
calculate my total income from my job,unknown
vacation request please,reminder
transfer money to another account,action-item
list of countries with travel alerts,unknown
what are my meetings today,unknown
what is the total i spent on shoes recently,unknown
can you tell me what my calendar is like for thursday the 14th,reminder
empty the contents of my to do list,unknown
where is your home located,small-talk
can you walk me through the various tasks on my to do list,action-item
tell me something funny now,small-talk
i need to throw some money into that other account,action-item
what is on my to-do list,action-item
what is the meaning of interorganizational,unknown
remove meeting with carla from the calendar,reminder
can you share something funny about traveling,small-talk
transfer four and sixty seven dollars from bank of oklahoma checking to security bank account,action-item
i'd like a new alarm set for 6am,reminder
do you have anything funny to tell me,small-talk
i will be speaking chinese going forward,action-item
i seemed to misplaced my phone,action-item
put in a pto request for march 4 to march 6,reminder
why did my card not get accepted,unknown
do you know where i left my phone,action-item
i need to know how to report fraud on my discover card,unknown
there seems to be an issue with my account,unknown
what am i able to ask the ai,small-talk
ai answer my questions with my name first which is deb,small-talk
add to my friday calendar a doctor's appointment,reminder
i'd really like to pay this bill,unknown
i'd like you to address me as lord snugglebottom,small-talk
"great, thanks!",small-talk
i have to report fraudulent activity on my bank of the west card,unknown
hello how's it going,small-talk
i'm intereted in requesting pto from april 1-5,reminder
is the next day off coming up,unknown
i need everything on my shopping list to be ordered,unknown
who formed thou,small-talk
i need an uber to get to dulles airport,unknown
tell me how to go about reporting a damaged card,unknown
i want to know what type of things you can help me with,small-talk
the meaning of life please,emotional-support
i want to book a hotel in tampa from may 2 to may 4,action-item
"you need to call the melt in lakewood for a table for at 2:00, monday, the first week in march",action-item
i need to know status of my day off request,unknown
what's the weather like,unknown
how many miles will i get for one gallon on this car,unknown
please help me find my lost phone,action-item
can you book me an appointment at a car wash,unknown
"is it possible to have a room booked in omaha near the convention hall for may 01, 2019 to may 05, 2019",action-item
how do i find the area of a circle,unknown
what is the interest rate on my money market account,unknown
i need to make a vacation request; how,reminder
i'd like you to add oranges to my shopping list,action-item
ahoy hoy,small-talk
speak french,action-item
what are the things that i have for today,action-item
can i make a reservation for 6 pm on the 21st at sidetracks,action-item
"i enjoyed our talk, bye",small-talk
how do they say yes in brazil,action-item
please go ahead and change my name,small-talk
what sorts of queries should i give you,small-talk
what type of gas does my car use,unknown
i'm striving to find a 2-way flight from jfk to dtw for w to july 3,action-item
"how do they say ""i love you"" in japanese",action-item
aloha,small-talk
will you let me know my bank balance,unknown
i have to add farm trip to my calendar for friday,reminder
i want an alarm at 5pm,reminder
what's today's weather going to be,unknown
what makes life have any meaning,emotional-support
look up the conversion rate for the euro to dollar exchange,unknown
will you create a timer for me,reminder
can you make a reservation at the restaurant for tomorrow,action-item
"thanks, bye",small-talk
i would love to hear a joke about the dmv,small-talk
please remove fishing from my calendar for soccer,reminder
from where do you come,small-talk
how would i say thank you if i were mexican,action-item
how long's it take to get to the panera downtown,unknown
create a reminder for me to send flowers to my mom for mother's day,unknown
what was the location of your birth,small-talk
my car needs a jump start; what do i need to do,unknown
what is the amount i owe on my phone,unknown
i need to find a nice hotel with solid reviews in seattle,action-item
do you speak english,action-item
can you help me with anything i need,small-talk
can you take frozen food of my shopping list,action-item
tell me what is showing up on my reminder list,unknown
what should i do if it hurts when i pee,unknown
thank you kindly,small-talk
what is the correct spelling of the word: dessert,unknown
is there a fork in the road sign at main & 1st avenue,unknown
what do you know,small-talk
play the song called blood brothers,unknown
it was good chatting,small-talk
how've you been,small-talk
i need to transfer one thousand dollars to my savings account from my checking,action-item
it it possible to take pto from the 8th to the 11th,reminder
let my group know what my current location is,unknown
please set an alarm for 2 pm for me,reminder
tell me how to make a vacation request,reminder
would you be able to help me with a meeting room on wednesday at 3pm,reminder
can you tell me my to do list,action-item
check my to do list to see if jewelry repair is listed,action-item
where is the list of my insurance benefits,unknown
i think my account is blocked but i do not know the reason,unknown
remove the recurring training meeting events off my calendar,reminder
what company sponsored you,small-talk
give me a recommendation for a local landscaper,unknown
"from now on, i want you to answer me using japanese",action-item
i need a hotel in new orleans from may 2 - 5 near the french quarter,action-item
please place a pto request for february 18th to the february 25th,reminder
what does ferrari mean,unknown
you can call me jeff,small-talk
find me a hotel in kansas city with good reviews,action-item
do i still have the reservation on march 21 at 8pm,unknown
can i increase the credit limit on my capital one card,unknown
what kind of things can you help with,small-talk
give me examples of what to ask you,small-talk
where were you manufactured,small-talk
is studying for the chem exam on my todo list,action-item
what's needed to direct deposit my paycheck,unknown
please read my todo list,action-item
where can i locate the routing number for the bank i bank with,unknown
add my next doctor visit to my calendar,reminder
change your language prefrences japanese,action-item
share my location with apple,unknown
make sure april 1 is clear on my calendar,reminder
i need to get a flight out of tampa to chicago in a month for under $123,action-item
find me the location of the nearest gas station,unknown
help me figure out the meaning of life,emotional-support
"it was great to see you again, see ya later!",small-talk
what do i have on my calendar for march 2,reminder
what's the highest building in the world,unknown
what is latin for i love you,action-item
what's the balance in my checking,unknown
i'm inquiring about the availability of a room that fits 10 people from monday to tuesday in manhattan,action-item
check with my bank to see why my account is frozen,unknown
what is the most famous quote on the internet,unknown
i would like to request a pto on february 7 and 8,reminder
"if i am in reno, what would the timezone be",unknown
let's whisper,unknown
can you get me a table for 5 at outback steakhouse at 6:30pm,action-item
it could be one or the other,unknown
"hey, what's up",small-talk
appreciate it,small-talk
what do you do with your free time,unknown
whats my location,unknown
add laundry detergent to the list,action-item
what all can you do,small-talk
can i schedule a car repair,unknown
can you book me a place to stay in denver from wednesday to friday,action-item
i appeciate it,small-talk
how long should i cook a steak for,unknown
undo the last event on my calendar,reminder
"ai, how long have you been working",unknown
how do germans say goodnight,action-item
tell me a joke about politicians,small-talk
i need help making a pto request for march 3-10,reminder
i want to know how do i schedule a meeting,reminder
i need a flight booked from dallas to miami on american airlines,action-item
i'd like to hear a joke about donkeys,small-talk
what are some of sweden's best sights,unknown
you were born where,small-talk
tell me a joke about cows,small-talk
"hello, how's your day",small-talk
i'd like to make a vacation request,reminder
later,small-talk
start a timer please,reminder
how would i say i love you if i were german,action-item
please create one alarm for 330 pm and one for 8 pm,reminder
would you let me know what is the point of life,emotional-support
hola!,small-talk
i broke my card,unknown
i want to request pto from november 7 to 11,reminder
i need an alarm to go off at 6 am,reminder
tell me what time it is,unknown
please take final exams off my calendar for may 3,reminder
what exactly can you help me with,small-talk
compare prices for flights from recife to miami leaving may 20 returning june 5,action-item
i need to disconnect from my phone,unknown
can you tell me how to change my oil please,unknown
"i need to get a flight out of my local airport to england on monday, the 23rd for under a grand",action-item
translate hello to english,action-item
hola,small-talk
my names carrie,small-talk
cancel my 8:00 pm prime rib reservation,unknown
what's on my calendar for tuesday,reminder
make a transfer between accounts,action-item
i am changing over to italian now,action-item
when will the restaurant be busiest,unknown
i'd like to know when you were born,unknown
please book me a room in austin from tomorrow to the 2nd,action-item
i'm going to need a hotel room for 8 people in tallahassee from 3/10 until 3/12,action-item
transfer 100 dollars between checking and savings,action-item
what interest rate am i getting,unknown
i must get a hotel in phoenix near chase field from january 4th to the 8th,action-item
look to see if i have folding laundry on my to do list,action-item
please inform me of what tasks i have listed on my to do list,action-item
"search for a flight from nyc to la on march 1, returning on march 5",action-item
make a pto request from april 2 to april 4,reminder
do you know of any well reviewed hotels in chicago,action-item
i need kilograms to milligrams,unknown
alter your language to french,action-item
can you put in a pto request for march 4 to march 6 for me,reminder
turn down your volume,unknown
where do you hale from,small-talk
please help me locate my phone,action-item
"awesome, thanks",small-talk
get me a flight from ft lauderale to houston on southwest,action-item
tell me how to say hello in spanish,action-item
"sorry, i do not know",unknown
when did i get my last oil change,unknown
i would like to know if you are a robot,unknown
what is left to do today,action-item
"i always wonder about the meaning of life, can you tell me",emotional-support
show me my transactions on make up at sephora,unknown
i have to meet with sam at 9:00am in two days,reminder
am i your supervisor,unknown
will traffic be light on the way to orlando,unknown
help make changes to my insurance policy,unknown
"ai, coin flip",unknown
i want to call robby,unknown
what's the funniest thing you know about peanuts,small-talk
reserve a table for 6 at morton's under the name jaime at 8:30pm,action-item
please set a timer to go off in 45 minutes,reminder
have i gotten around to adding the bike ride to my calendar yet,reminder
do i have an item on my todo list related to shopping,action-item
address me by the name stan,small-talk
what kinds of fun touristy things are there to do in boston,unknown
what day is payday,unknown
what ingredients do i need for gumbo,unknown
what is the meaning of my life,emotional-support
need airplane ridge from philadelphia to atlanta leaving on the 5th of june and returning on the 8th of june,action-item
do i have enough points to for a redemption,unknown
what type of questions may i ask you,small-talk
please reserve a table for two at olive garden at 7:00pm for michael,action-item
i left my phone somewhere,action-item
i want to change to a new allstate insurance plan,unknown
i want to hear something funny about politicsi,small-talk
what do i have going on march 2nd on my calendar,reminder
"hey, i need to make a reservation for three at umi, six pm on february 30th",action-item
what events are on my calendar for april 1st,reminder
please transfer $x from checking to saving,action-item
can you help me find my cellphone,action-item
text my boss for me and tell them i will be a little bit late,unknown
"hello, anyone there",small-talk
how much do i have left in my checking account,unknown
i need to reserve a large room or suite for 2 couples for august 15th through august 18th in seattle,action-item
do you have another job,unknown
can you send me a new credit card please mine is getting old and unusable,unknown
what marvel movie did mark ruffalo first appear in,unknown
change your spoken language to english,action-item
i think my card is stolen and needs to be reported,unknown
i'm out of laundry detergent so will you put that on my shopping list,action-item
"my card got melted in the dryer and i need to report it, please",unknown
assist me with finding an uber to big ben,unknown
how many dollars can i exchange for 25 euros,unknown
i do not think that is proper,unknown
quit,unknown
i need to know today's date please,unknown
remind me of the date of my last paycheck,unknown
did i put cutting the grass on my todo list,action-item
i need to set an alarm,reminder
i want to travel to new york and i would like to rent a car,unknown
will you include kleenex on my list for shopping please,action-item
people call me brad,small-talk
when did they deposit my last salary,unknown
would you understand me if i speak to you in navajo,action-item
do you know what company were you designed by,small-talk
could you check my account and let me know how much i spent on food in january,unknown
please call me jim,small-talk
what's the purpose of existence,emotional-support
i want to hear from you in german,action-item
are you a bot or a person,unknown
assist me to know how to get to target by bus,unknown
please translate grocery into french for me,action-item
send robert a text from me telling him okay,unknown
i will be calling hr,unknown
how is the ai doing,small-talk
"did i add ""cleaning the foyer"" to my todo list yet",action-item
how do i say bathroom in italian,action-item
do you know any good jokes about zebras,small-talk
does it show me as having a reservation for tomorrow at 5,unknown
"for going to that country, do i need a visa",unknown
what is your age again,unknown
how do i switch to a new insurance plan,unknown
are my tires requiring a fill-up,unknown
my tires are how low on air,unknown
what do people say life means or the meaning is,emotional-support
what kind of questions may i ask you,small-talk
what do i have to do,action-item
can i swap yogurt for sour cream,unknown
"please help me find my phone, because i lost it",action-item
can you call me a different name,small-talk
how can i get my rewards for my master card,unknown
please remove an event from this calendar,reminder
could you let me know how old you are,unknown
will you start calling me chaz,small-talk
did i set march 10th as my doctor's appointment,reminder
please find my phone,action-item
i need a room in london for 2 people from march 1st to 3rd,action-item
i need new language,action-item
is there really an answer to the meaning of life,emotional-support
did i put a car wash on my todo list,action-item
i need to book a roundtrip flight from dallas to los angeles from march 2 to march 10,action-item
can i talk to someone to let them know my card was damaged from being melted on a radiator,unknown
i am in need of a switch to my insurance plan,unknown
you did a good job thank you,small-talk
get a 3 minute timer,reminder
how do i book a vacation,reminder
you can call me james,small-talk
do you know what timezone italy is in,unknown
i no longer want my reservation anymore,unknown
i need you to switch the language you are responding as i don't understand,action-item
book a flight from chicago to dc on monday and returning on wednesday,action-item
please take off my calendar on saturday the 6th birthday party for john,reminder
"siri, find my iphone",action-item
why do males want to be alpha,unknown
is there a reason people exist,emotional-support
how do i schedule vacation days,reminder
is regular gas ok or does this car need something else,unknown
what was the final vote count in the brexit referendum,unknown
i want to buy some nintendo switch game,unknown
setting up direct deposit,unknown
i need hot dogs added to my shopping list please,action-item
alert my bank and let them know that i'm travelling to brussels,unknown
i want an uber for one person to go to bank of america,unknown
what's the nearest starbucks,unknown
freeze my account immediately,unknown
is my daughter's birthday on my calendar,reminder
can you add passionfruit by yaeji to my playlist,unknown
tell me a joke about dogs,small-talk
go on the ferris wheel,unknown
i need a table at gemma for nine at two,action-item
how much time off do i have left,unknown
what types of things do you know,small-talk
what did you just ask,unknown
pull up my credit card application's current status,unknown
how far am i from orlando,unknown
i want to thank you for helping,small-talk
tell me something funny about americans,small-talk
request pto from march 8th until march 11th,reminder
hi how are you,small-talk
where did your parents have you,small-talk
how're you doing,small-talk
book an uber for 6 people to go to the movies,unknown
set a reminder to bring a book to work tomorrow,unknown
what am i supposed to be doing today,reminder
change to female voice,unknown
"how do they say ""what's up"" in chinese",action-item
"usually, how long does is the commute to brooklyn by bus",unknown
i want to know what sort of things you can assist me with,small-talk
tell me a good joke,small-talk
i have lost my phone,action-item
my phone is currently lost,action-item
i need to know when my next day off is,unknown
how long do i have before frozen chicken will go bad,unknown
can i call you adam instead of the current name,unknown
what is the area that you came from,small-talk
use my shower playlist,unknown
what is the amount of blood needed to stay alive,unknown
what's the process for rolling over my 401k,unknown
i'm out of clorox wipes so will you put that on my shopping list,action-item
could you let me know who made you,small-talk
where will i find my w-2,unknown
do i have soda on my shopping list if not please add it,action-item
i'd like to buy some cooking pans,unknown
put in for time off march 4 to march 6,reminder
in what format did you save my name,unknown
move money from one account to another,action-item
i need a table for 3 at olive garden for 7,action-item
cancel my reservation for me,unknown
i'd like a flight from laguardia to orlando on southwest for under $400,action-item
are there any good hotels in salem,action-item
you must change your language setting to russian,action-item
"find me a rental car for next week , from friday the 5th thru monday the 8th, any kind",unknown
set alarm for noon,reminder
tell me the full name of my health plan,unknown
how do you say goodbye in spanish,action-item
could you submit a pto request for me for dates june 11 to 14,reminder
"i want to know how to change oil, tell me the steps one at a time while i work through it",unknown
help me find a hotel in that has good reviews in columbus,action-item
i need a hotel between january 1st through 3rd in jacksonville near the stadium,action-item
add a vet appointment for 5 pm on saturday,reminder
can i safely eat chicken that i've had in my fridge since monday,unknown
set up a new reminder to alert me when it's time to put the trash out,unknown
"can you find me a flight from portland, oregon to portland, maine for under $500 on delta",action-item
try using a different accent,unknown
what is spanish for good morning,action-item
i want you to add staff meeting to my calendar for march 1 at 10:00 am,reminder
i would like you to buy me some paper plates,unknown
tell me a funny joke about men,small-talk
i'd love to hear a joke,small-talk
is it acceptable to swap milk for water,unknown
in what state were you born,small-talk
i want to change my pin number for my account,unknown
how can i get my w2 to do my taxes,unknown
cancel doctors appointment from my calendar,reminder
how long does it take to get to phoenix by bus,unknown
how is the credit score hurt,unknown
i would love to know my spending limit,unknown
"the tasks for today, what are they",action-item
how would i say i must be going now if i were german,action-item
"hello, ai",small-talk
how much flour do i need for a strawberry cake,unknown
how do i use my microwaves defrost,unknown
what time is it in daniel boone national forest timezone,unknown
can i turn on the alarm now,reminder
check my calendar for 30th birthday party,reminder
can i get an uber for myself to the grocery store,unknown
good bye my friend,small-talk
i need to delete tomatoes from my shopping list and add onions instead,action-item
i need a pto request for the dates jan 15th to jan 20th,reminder
what does my to-do list look like,action-item
please add lunch and catch up with lisa on friday to my calendar,reminder
i would like to transfer from one account to my second one,action-item
when is my next oil change,unknown
when was electrical engineering created,unknown
please set an alarm for me,reminder
i need an alarm set for ten pm and midnight,reminder
"i enjoyed talking to you, bye",small-talk
it's nice to see you,small-talk
make a list of facts about green book,unknown
is cleaning the toilet on my to-do list,action-item
could you track an order for me,unknown
where did you originate from,small-talk
i’ll be leaving now,small-talk
when will they let me board,unknown
could you call me a different name,small-talk
what is the max on my credit limit,unknown
call friend,unknown
can you find any good places in cleveland that serve clams,unknown
how do you say i'm hungry in french,action-item
tell me my visa's credit limit,unknown
would you tell me a joke,small-talk
i need you to block my mutualone account now,unknown
is it possible for you to schedule a meeting for 3:00 on wednesday,reminder
it's so much easier with you around,small-talk
"can you help me locate my phone, please",action-item
what was your place of creation,small-talk
i want seventy bucks transferred from b of a to chase,action-item
tell me where you were born,small-talk
can you set a timer for me for fifteen minutes starting now,reminder
what's my checking account yielding in interest,unknown
how is the time,unknown
can you set a timer for me,reminder
does sidetracks take reservations,unknown
how is my credit looking,unknown
set a timer for twelve seconds,reminder
i didn't get your name,unknown
i need to put in a pto request from the 8th to the 17th of january,reminder
add coke to my shopping cart,action-item
what ingredients do i use for pork belly,unknown
are pasta dishes healthy,unknown
what are you capable of answering,small-talk
can you change the date of the doctor's appointment event in my calendar from april 1 to april 3rd,reminder
how is life treating you,small-talk
do i have anything scheduled on january 1st,reminder
"on my shopping list, remove bread and add milk",action-item
what area did you grow up in,small-talk
what day did i last take my car to the shop,unknown
what name do you call me by,unknown
what's your city of origin,small-talk
i would like for my phone to be synced with you,unknown
is there a time i can put in a pto request for dec 2 to new years,reminder
how long do i need to cook tuna casserole for,unknown
"can i make a reservation for 3 at state bird for 8:30, please",action-item
i need help with my 401k rollver since i got a new job,unknown
today's date is what,unknown
please tell me where my phone is,action-item
thanks again!,small-talk
would a socket converter be needed in france,unknown
friday 5pm schedule a room for meeting,reminder
i'd like to get dinner suggestions for thai food,unknown
how can i get a visa card,unknown
john is my name,small-talk
book a flight to los angeles from las vegas on american airlines,action-item
where did they make you,small-talk
i'm travelling to boston on march 2 until march 4 please make a hotel reservation for me,action-item
what can i ask you all about,small-talk
i'm out of toilet paper so will you put that on my shopping list,action-item
where is your family from,small-talk
is there an option to speak only in mandarin,action-item
book me a flight from o'hare to las vegas on deltacom,action-item
how can i send money from one account to another,action-item
i need a hotel in austin near south congress from 3/5 until 3/10,action-item
what is the total amount of gas in my car,unknown
what can you do for me,small-talk
show me a calendar,unknown
how do i prevent my credit score from dropping,unknown
i need you to add creamer to my shopping list,action-item
the place you were born is,small-talk
"hello, friend",small-talk
set my alarm for quarter after six tomorrow,reminder
i would like to take a paid time off for february 7 and 8,reminder
ai can you tell me what things i may ask,small-talk
what's the business that caused you to be made,small-talk
what should i do in bangor,unknown
how long will a new card take to reach me,unknown
it is time to say goodbye,small-talk
are there any good places in cleveland that serve clams,unknown
help me roll a dice,unknown
i was at target trying to buy candles and my card got declined,unknown
what is your explanation for the meaning of life,emotional-support
what is the nature of the big bang theory,unknown
catch you around,small-talk
x is your new nickname,unknown
have you been good,small-talk
"hi, ai",small-talk
do vegans really want to blame cows for climate change,unknown
reserve a table for four for tonight at 7 at the fatted calf,action-item
did i put unpacking groceries on my to do list,action-item
make a transfer of $200 from my savings account to my checking account,action-item
can you tell a joke,small-talk
i'd like to know your hobbies,unknown
where is your home town,small-talk
can i speak to you in german,action-item
can you find the date of my last oil change,unknown
are my tires good on air,unknown
i must know what kinds of pets you have,unknown
i need to report that my dog chewed up my card,unknown
who made this ai,small-talk
"thank you for the chat, goodbye",small-talk
where would i find my w-2,unknown
what's the facts about nutrients in rice milk,unknown
adios,small-talk
i lost my debit card and need it reported as lost,unknown
can you explain a good risk strategy to me,unknown
find me an uber to downtown,unknown
can you find me a decent hotel in denver,action-item
do they speak english in australia,unknown
how can i use make up to cover a cut on my cheek,unknown
a meeting needs to be schedule and i need to know how,reminder
do i have any appoints set for my calendar april 3rd,reminder
cya later,small-talk
about how many meetings am i attending between 12 and 3 today,unknown
tell me if there is an event called annual physical in my calendar,reminder
clear my entire schedule for april 1,reminder
can you remind me what i was trying to remember,unknown
want 5 minute timer,reminder
what is the name of your birthplace,small-talk
give me a joke about horses,small-talk
translate hello to french,action-item
set alarm for 6am,reminder
"utilizing an automobile known as a bus, how long will it take to get to detroit",unknown
where is my delta flight,unknown
what is thank you in spanish,action-item
change to factory settings now,unknown
thanks for talking to me,small-talk
are you okay right now,small-talk
i'm afraid this charge on my account is fraud,unknown
what are the steps to get my rewards for my visa card,unknown
have an alarm set for three in the morning,reminder
"go to my job portal, i'd like to know how many days off i have used",unknown
it is true,unknown
how can i schedule a meeting,reminder
what's the latest joke you've heard,small-talk
who conjured you,small-talk
submit a request for pto for the dates may 5th to the 12th,reminder
what state were you born in,small-talk
thank you ai for everything you do,small-talk
can you put in a pto request for me from march 1-7,reminder
look up recipe time for this,unknown
how is a direct deposit set up,unknown
please put silverware on my list for shopping,action-item
your answer was enjoyable,small-talk
when is the next payday,unknown
i need trip to the zoo on the calendar for june 4,reminder
set me an alarm now,reminder
goodbye,small-talk
how much of a refund will i get this year,unknown
transfer between two accounts,action-item
what temperature is the ac set at,unknown
what line is the gas tank at,unknown
i need to know my bank balance,unknown
please tell me a joke about dinosaurs,small-talk
how much have i spent on my bank card sine i last paid my bill,unknown
i need to thank you,small-talk
i would like an alarm set,reminder
find what the word diaphanous mean please,unknown
"siri, where is my iphone",action-item
how do i set up a direct deposit for my paycheck,unknown
are there any events on my calendar for march 2nd,reminder
how do i say good bye in chinese,action-item
heard any good jokes,small-talk
can you schedule a vacation for next week,reminder
what items are on my list of to-dos,action-item
start calling me jake from now on,small-talk
what country were you made,small-talk
bye bye then,small-talk
how do they say hello in brazil,action-item
could you freeze my account now,unknown
can you translate i love you into french for me,action-item
make a new alarm for 6 in the morning,reminder
please create an alarm for 12 noon,reminder
what's the nutritional info for potato skins,unknown
make an alarm for one and two in the morning,reminder
i'm happy with your answer,small-talk
pto i have used so far is how much,unknown
can i start talking to you in spanish,action-item
"new reminder, please",unknown
i need a timer that is set at 1 hour exactly,reminder
send my money between accounts,action-item
take $20000 from savings and put it in checking,action-item
can you report credit card fraud for me,unknown
what is the process to set up a meeting,reminder
how much does a nintendo switch cost,unknown
how would i say if i were english subway,action-item
what tasks have i yet to complete off my list,action-item
make an immediate transfer of ten thousand from money market to checking,action-item
what are the details on my health care plan,unknown
what's the word for trees in norway,action-item
what do i have planned for tomorrow,reminder
tell me when ninety minutes have passed,reminder
read my to-do list to me,action-item
"if i have 10 us dollars, how many pounds sterling is that",unknown
help me find a roundtrip flight for may 7th through the 20th from pittsburgh to chicago,action-item
how can i make chicken pot pie,unknown
"could you submit a pto request for me for dates april 21 to 30, please",reminder
retrieve events on my calendar,reminder
tell me the types of subjects are you familiar with,small-talk
i need to know what my to-do list is looking like,action-item
i need to find my phone,action-item
can you tell me where you were born,small-talk
can you please the timer,reminder
i wanna know your maker,small-talk
does applebee's have good reviews,unknown
erase any event on my calendar that's set for wednesday of next week,reminder
clear my calendar for may 3rd,reminder
i wanna buy a pair of shoes online now,unknown
i'd like to use another name for you,unknown
timer 10 minutes,reminder
tell me a joke about elephants,small-talk
what amount of gas is in my car,unknown
how is the traffic at the nearest wal-mart pharmacy,unknown
can you schedule a meeting with steve at the office,reminder
which kinds of pets do you own,unknown
how much do i have to pay this month,unknown
how is the traffic like on my way to fairfield,unknown
what kinds of questions can i ask of you,small-talk
read my reminders please,unknown
can you start talking to me in spanish from here on out,action-item
how long will i have to wait if i want to eat at panera,unknown
will peas work instead of carrots,unknown
when was the gold rush,unknown
what company did the design for this,small-talk
my luggage is missing off of american airlines flight ab123 out of chicago,unknown
are there any open meeting rooms between noon and 1,reminder
add milk to my shopping list,action-item
can you sign me up for a meeting in the blue room on friday,reminder
are you from here or somewhere else originally,small-talk
tell me something funny about adulthood,small-talk
what sort of things can you help me with,small-talk
i want to find a roundtrip flight from philadelphia to sioux falls from august 3rd through august 25th,action-item
where is the location that you were made,small-talk
how would i say where is the bathroom if i were korean,action-item
can you do a coin flip for me,unknown
where did your mom have you,small-talk
that's inaccurate,unknown
please tell me how to submit a vacation request,reminder
i need to locate my phone,action-item
i think maybe,unknown
i need a flight to be booked from san diego to boston through frontier,action-item
x on the shopping list please,action-item
will this trip require vaccines,unknown
yup,unknown
heads or tails i choose tails,unknown
what's your design company,small-talk
what did ya save my name as,unknown
are bad habits closely related with addictions,unknown
how can i charge my car battery when it's dead,unknown
set an alarm for me for 10:00 and another one set for 4:00,reminder
what is the square root of 36,unknown
i would like to check my reservation for jean at taco house,unknown
"on my shopping list, remove eggs",action-item
show me the transactions made on my business card for supplies last quarter,unknown
i want you to book a reservation for 8 pm at red robin under the name kevin,action-item
how long does it take to get to el paso on a bus,unknown
do you remember when i last got my car looked at,unknown
"can you tell me how to say 'i do not speak much spanish', in spanish",action-item
let's speak in mandarin instead of english,action-item
tell me why was my card declined at the zoo,unknown
how do i use my vacation days,reminder
turn volume up to 4,unknown
i want to know what i have to do,action-item
iterate the items on my todo list,action-item
transfer 50 dollars from my checking account to my money market account,action-item
what's my current checking balance,unknown
where do you call home,small-talk
tell me who made you,small-talk
can i make it to work with my current fuel level,unknown
what do you know about lifes meaning,emotional-support
how do i change oil on a car,unknown
set up a meeting with frank at 2pm,reminder
tell me what is on my todo list,action-item
set your language setting to english,action-item
can you tell me how to make a vacation request,reminder
can you add a doctor's appointment to friday's calendar,reminder
what is the definition of my health benefits,unknown
my card is cracked and i want to report it,unknown
reserve a table for 3 under the name wheeler at andrea's steakhouse for 5pm,action-item
tell me the easiest way to set up direct deposit of my paycheck to my chase account,unknown
is it possible to book a room at the taco bell for reavers at 3,action-item
i need $360 transfered from savings to checking account,action-item
is my phone in the house,action-item
i appreciate that answer,small-talk
make sure to put extra paint on the list,action-item
nice seeing you bye,small-talk
i need some ideas for a mexican meal,unknown
can you tell me what you think the meaning of life is,emotional-support
get me roundtrip flight information for flights from dallas to houston for june 8 and june 17,action-item
"ai you have given me so much information, thank you",small-talk
transfer $20000 from my savings account to checking account,action-item
what benefits are available with my insurance,unknown
i need to know what kinds of pets you have,unknown
how do you say hello in japanese,action-item
who was your inventor,small-talk
what location did you live at before,small-talk
how long is a bus ride to the library,unknown
will you schedule a conference room for thursday at 4:00,reminder
your answer is appreciated,small-talk
i need help paying my water bill,unknown
i want an alarm set up,reminder
how can i go about finding my location right now,unknown
until next time,small-talk
show me my calendar for next sunday,reminder
regards,small-talk
my phone is lost - can you help me find it,action-item
please turn my fan on,unknown
have i told you to add washing dishes to my todo list,action-item
"i need a place in pittsburgh to stay from monday to friday, can you help",action-item
stop calling me charlie and from now on always call me chip,small-talk
could you tell me where did you originate,small-talk
can i book a meeting room from 2:00 pm to 3:00 pm,reminder
how much is my gas bill,unknown
are there meeting rooms available between 4-8,reminder
i would like to request pto for march 2 and 3,reminder
what would be the least i could pay on this bill,unknown
my name's frank,small-talk
can you look at what the oldest age is someone can enlist in the army,unknown
send 50 dollars between bank of america and chase accounts,action-item
i would like some help finding my phone,action-item
"how can i say ""cancel my order"" in french",action-item
help me a great hotel in vegas for this weekend,action-item
i want to change your name to emma,unknown
i got to transfer ten dollars from my bank of america account to my capital one account,action-item
let's go over the list of items on the to do list just to be sure we got it all,action-item
read my reminders to me,unknown
text courtney and inform her about the detour,unknown
remove chips from my shopping list,action-item
what type of gas do i need for this car,unknown
is it acceptable to swap rice for quinoa,unknown
can i make a reservation for 2 at state bird for 8:30,action-item
are you good,small-talk
what's the least i can pay towards this bill,unknown
i'd like to pay my bill,unknown
would you tell me your name,unknown
change language setting to english,action-item
look up zesty in dictionary,unknown
why are we here in life,emotional-support
where are you from,small-talk
i need help figuring out where my phone is,action-item
please schedule an event called 'nadine's baby shower' on my calendar,reminder
is there enough money in my discover account for a vacation,unknown
"i would like you to change the settings back to factory default now, please",unknown
can you tell me where my phone is,action-item
have a good day,small-talk
